School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Adequate Yearly Progress Made? ,Healthy Schools Certified?,Safety Icon ,Family Involvement Icon,Environment Icon ,Instruction Icon ,Leaders Icon ,Teachers Icon ,Parent Engagement Icon ,Parent Environment Icon,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Total Score,Edge Score,
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,650 E 85th St ,Chicago,IL,60619,1,1,2,3,4,4,3,3,0,0,3,5,5,29,2,
610112,Francis W Parker Elementary Community Academy,ES,6800 S Stewart Ave ,Chicago,IL,60621,1,1,2,0,3,3,0,0,3,3,1,4,4,21,2,
610171,Arnold Mireles Elementary Academy,ES,9000 S Exchange Ave ,Chicago,IL,60617,1,1,2,0,3,3,0,0,3,3,2,5,5,23,2,
609887,Arthur Dixon Elementary School,ES,8306 S Saint Lawrence Ave ,Chicago,IL,60619,1,1,3,0,3,3,0,0,0,0,4,4,5,20,2,
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave ,Chicago,IL,60630,1,1,4,0,3,3,0,0,2,2,5,5,6,27,2,
609927,Foster Park Elementary School,ES,8530 S Wood St ,Chicago,IL,60620,1,1,1,3,2,2,3,3,2,3,3,4,4,28,2,
610228,John Greenleaf Whittier Elementary School,ES,1900 W 23rd St ,Chicago,IL,60608,1,1,4,0,3,2,0,0,0,0,4,5,6,21,2,
610345,Carter G Woodson South Elementary School,ES,4414 S Evans ,Chicago,IL,60653,1,1,2,2,1,1,2,3,2,3,1,3,4,23,2,
609709,Gage Park High School,HS,5630 S Rockwell St ,Chicago,IL,60629,1,1,1,3,2,2,2,2,0,0,2,5,4,20,2,
609788,Alice L Barnard Computer Math & Science Center Elementary School,ES,10354 S Charles St ,Chicago,IL,60643,1,1,3,0,2,3,0,0,4,3,5,4,5,27,2,
609908,Esmond Elementary School,ES,1865 W Montvale ,Chicago,IL,60643,1,1,2,0,3,3,0,0,3,3,2,4,5,23,2,
610362,Medgar Evers Elementary School,ES,9811 S Lowe Ave ,Chicago,IL,60628,1,1,2,0,2,3,0,0,4,4,4,5,6,27,2,
609844,William W Carter Elementary School,ES,5740 S Michigan Ave ,Chicago,IL,60637,1,1,1,3,2,2,3,4,2,2,1,4,5,27,2,
610139,George M Pullman Elementary School,ES,11311 S Forrestville Ave ,Chicago,IL,60628,1,1,3,0,4,4,0,0,3,3,3,5,6,28,2,
610339,Amos Alonzo Stagg Elementary School,ES,7424 S Morgan St ,Chicago,IL,60621,1,1,2,2,2,3,2,3,2,3,1,4,5,27,2,
609734,William Howard Taft High School,HS,6530 W Bryn Mawr Ave ,Chicago,IL,60631,1,1,4,0,2,2,0,0,0,0,9,5,6,25,2,
609796,Jean Baptiste Beaubien Elementary School,ES,5025 N Laramie Ave ,Chicago,IL,60630,5,1,4,0,3,3,0,0,0,0,5,5,6,27,2,
609952,Nathanael Greene Elementary School,ES,3525 S Honore ,Chicago,IL,60609,1,5,0,0,0,0,0,0,3,4,5,5,6,24,2,
610141,Ravenswood Elementary School,ES,4332 N Paulina St ,Chicago,IL,60613,1,1,3,0,3,3,0,0,3,2,4,5,5,25,2,
610189,Joseph Stockton Elementary School,ES,4420 N Beacon St ,Chicago,IL,60640,1,1,2,0,3,4,0,0,0,0,4,5,5,20,2,
610076,Bernhard Moos Elementary School,ES,1711 N California Ave ,Chicago,IL,60647,1,1,3,2,3,2,2,2,0,0,3,4,6,25,2,
610282,Ronald E McNair Elementary School,ES,4820 W Walton St ,Chicago,IL,60651,1,1,2,2,3,3,2,2,3,3,0,3,6,28,2,
610369,Mahalia Jackson Elementary School,ES,917 W 88th St ,Chicago,IL,60620,1,1,2,0,3,4,0,0,2,3,2,4,4,22,2,
609691,North-Grand High School,HS,4338 W Wabansia Ave ,Chicago,IL,60639,1,1,3,0,2,2,0,0,0,0,8,5,5,22,2,
610165,Franz Peter Schubert Elementary School,ES,2727 N Long Ave ,Chicago,IL,60639,1,1,0,2,0,0,2,2,3,3,5,5,7,26,2,
610266,Dumas Technology Academy,ES,6650 S Ellis Ave ,Chicago,IL,60637,1,1,1,0,2,3,0,0,3,3,2,4,5,21,2,
610092,Henry H Nash Elementary School,ES,4837 W Erie St ,Chicago,IL,60644,1,1,3,0,4,4,0,0,0,0,5,4,5,23,2,
610055,Michael Faraday Elementary School,ES,3250 W Monroe St ,Chicago,IL,60624,1,1,2,0,4,4,0,0,3,3,3,4,4,25,2,
609702,Richard T Crane Technical Preparatory High School,HS,2245 W Jackson Blvd ,Chicago,IL,60612,1,1,3,0,3,3,0,0,3,2,7,5,3,26,2,
609986,Charles R Henderson Elementary School,ES,5650 S Wolcott Ave ,Chicago,IL,60636,1,1,1,0,2,2,0,0,2,2,9,2,3,23,2,
610253,Julia C Lathrop Elementary School,ES,1440 S Christiana Ave ,Chicago,IL,60623,1,1,4,0,3,2,0,0,2,3,0,1,5,21,2,
610159,Jonathan Y Scammon Elementary School,ES,4201 W Henderson St ,Chicago,IL,60641,1,1,3,0,2,2,0,0,3,2,5,5,5,24,2,
610082,Mount Greenwood Elementary School,ES,10841 S Homan Ave ,Chicago,IL,60655,5,1,5,0,3,2,0,0,0,0,6,5,6,28,2,
610237,Ludwig Van Beethoven Elementary School,ES,25 W 47th St ,Chicago,IL,60609,1,1,3,0,3,3,0,0,2,3,3,5,4,23,2,
610312,Mary E McDowell Elementary School,ES,1419 E 89th St ,Chicago,IL,60619,1,1,0,3,0,0,4,3,0,0,5,5,6,23,2,
609746,Kenwood Academy High School,HS,5015 S Blackstone Ave ,Chicago,IL,60615,1,1,4,0,3,3,0,0,0,0,8,5,5,25,2,
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St ,Chicago,IL,60609,1,1,2,2,2,1,3,2,2,3,0,5,5,24,2,
610264,Walter Reed Elementary School,ES,6350 S Stewart Ave ,Chicago,IL,60621,1,1,2,0,4,4,0,0,3,3,2,2,3,23,2,
609797,Jacob Beidler Elementary School,ES,3151 W Walnut St ,Chicago,IL,60612,1,1,4,0,4,3,0,0,0,0,5,5,6,24,2,
609759,Roberto Clemente Community Academy High School,HS,1147 N Western Ave ,Chicago,IL,60622,1,1,3,2,2,2,2,2,0,0,9,5,4,28,2,
609855,Walter S Christopher Elementary School,ES,5042 S Artesian Ave ,Chicago,IL,60632,1,1,0,3,0,0,4,4,3,3,6,5,4,29,2,
610284,New Field Elementary School,ES,1707 W Morse Ave ,Chicago,IL,60626,1,1,0,0,0,0,0,0,3,4,6,5,5,20,2,
610348,Nathan R Goldblatt Elementary School,ES,4257 W Adams St ,Chicago,IL,60624,1,1,3,0,5,5,0,0,3,4,2,3,5,29,2,
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave ,Chicago,IL,60623,1,5,3,0,3,3,0,0,0,0,5,5,5,25,2,
610088,Wolfgang A Mozart Elementary School,ES,2200 N Hamlin Ave ,Chicago,IL,60647,1,1,3,0,3,2,0,0,3,4,5,5,6,28,2,
610052,Horace Mann Elementary School,ES,8050 S Chappel Ave ,Chicago,IL,60617,1,1,2,2,2,2,2,2,2,2,2,4,4,24,2,
609897,Charles W Earle Elementary School,ES,6121 S Hermitage Ave ,Chicago,IL,60636,1,1,2,0,4,4,0,0,3,3,3,5,4,25,2,
610068,Hanson Park Elementary School,ES,5411 W Fullerton Ave ,Chicago,IL,60639,1,1,2,0,2,2,0,0,3,3,5,5,4,23,2,
610156,Louis Armstrong Math & Science Elementary School,ES,5345 W Congress Pkwy ,Chicago,IL,60644,1,1,3,0,3,4,0,0,4,3,2,2,7,28,2,
610246,Edward Beasley Elementary Magnet Academic Center,ES,5255 S State St ,Chicago,IL,60609,5,1,3,0,2,3,0,0,2,2,5,5,4,27,2,
609678,William Jones College Preparatory High School,HS,606 S State St ,Chicago,IL,60605,5,1,5,0,4,4,0,0,0,0,3,5,5,27,2,
610045,Robert H Lawrence Elementary School,ES,9928 S Crandon Ave ,Chicago,IL,60617,1,1,1,2,3,3,2,2,0,0,0,5,5,20,2,
610290,Benjamin E Mays Elementary Academy,ES,838 W Marquette Rd ,Chicago,IL,60621,1,1,2,2,3,3,3,2,0,0,5,5,6,28,2,
610032,Wendell E Green Elementary School,ES,1150 W 96th St ,Chicago,IL,60643,1,1,2,0,3,3,0,0,3,3,3,5,5,24,2,
610097,William P Nixon Elementary School,ES,2121 N Keeler Ave ,Chicago,IL,60639,1,1,3,0,4,4,0,0,2,3,5,5,5,28,2,
609839,Carroll-Rosenwald Specialty Elementary School,ES,2929 W 83rd St ,Chicago,IL,60652,1,1,2,0,1,1,0,0,3,3,4,4,5,21,2,
609775,John P Altgeld Elementary School,ES,1340 W 71st St ,Chicago,IL,60636,1,1,3,2,4,3,2,2,2,3,1,4,5,29,2,
609975,John Hay Elementary Community Academy,ES,1018 N Laramie Ave ,Chicago,IL,60651,1,1,3,0,3,4,0,0,3,4,2,4,7,28,2,
609762,Percy L Julian High School,HS,10330 S Elizabeth St ,Chicago,IL,60643,1,1,2,3,2,2,3,3,0,0,4,4,4,25,2,
610173,Jesse Sherwood Elementary School,ES,245 W 57th St ,Chicago,IL,60621,1,1,2,0,3,3,0,0,3,4,2,5,5,24,2,
610150,Betsy Ross Elementary School,ES,6059 S Wabash Ave ,Chicago,IL,60637,1,1,2,0,3,3,0,0,2,2,8,3,3,25,2,
610005,Charles Evans Hughes Elementary School,ES,4247 W 15th St ,Chicago,IL,60623,1,1,3,0,5,4,0,0,0,0,4,5,4,22,2,
610202,George W Tilton Elementary School,ES,223 N Keeler Ave ,Chicago,IL,60624,1,1,1,2,2,3,2,3,3,3,1,3,5,27,2,
610072,Garrett A Morgan Elementary School,ES,8407 S Kerfoot Ave ,Chicago,IL,60620,1,1,2,2,3,3,3,2,3,2,2,5,4,28,2,
610135,Portage Park Elementary School,ES,5330 W Berteau Ave ,Chicago,IL,60641,1,1,4,0,3,2,0,0,3,3,4,5,5,26,2,
609987,Thomas A Hendricks Elementary Community Academy,ES,4316 S Princeton Ave ,Chicago,IL,60609,1,1,2,0,4,4,0,0,3,3,1,3,5,24,2,
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,1501 N Greenview Ave ,Chicago,IL,60622,1,1,3,0,2,2,0,0,2,3,4,5,6,24,2,
610325,Logandale Middle School,MS,3212 W George St ,Chicago,IL,60618,1,1,3,0,2,2,0,0,3,3,5,5,5,25,2,
610250,Rueben Salazar Elementary Bilingual Center,ES,160 W Wendell St ,Chicago,IL,60610,1,1,4,0,3,3,0,0,3,3,5,4,5,28,2,
610161,Arna Wendell Bontemps Elementary School,ES,1241 W 58th St ,Chicago,IL,60636,1,1,2,0,3,3,0,0,3,3,4,4,5,25,2,
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,3434 W 77th St ,Chicago,IL,60652,1,1,3,0,2,2,0,0,2,3,5,2,6,25,2,
609947,Alexander Graham Elementary School,ES,4436 S Union Ave ,Chicago,IL,60609,1,1,3,2,2,2,2,3,3,3,2,4,5,29,2,
610245,Frederick A Douglass Academy High School,HS,543 N Waller Ave ,Chicago,IL,60644,1,1,3,0,2,2,0,0,3,2,9,4,4,27,2,
610218,Joseph Warren Elementary School,ES,9239 S Jeffery Ave ,Chicago,IL,60617,1,1,2,3,3,3,0,0,2,3,5,5,5,28,2,
609786,Avalon Park Elementary School,ES,8045 S Kenwood Ave ,Chicago,IL,60619,1,1,2,2,2,2,2,1,2,2,2,3,6,25,2,
610273,Ignance Paderewski Elementary Learning Academy,ES,2221 S Lawndale Ave ,Chicago,IL,60623,1,1,2,0,4,5,0,0,2,3,2,5,5,25,2,
610152,Martha Ruggles Elementary School,ES,7831 S Prairie Ave ,Chicago,IL,60619,1,1,3,0,2,3,0,0,3,2,3,4,6,24,2,
609949,William P Gray Elementary School,ES,3730 N Laramie Ave ,Chicago,IL,60641,1,1,3,0,3,2,0,0,3,3,5,5,5,26,2,
610364,William E B Dubois Elementary School,ES,330 E 133rd St ,Chicago,IL,60827,1,1,3,0,2,3,0,0,3,2,3,4,4,22,2,
609705,Christian Fenger Academy High School,HS,11220 S Wallace St ,Chicago,IL,60628,1,1,2,2,3,2,3,3,0,0,4,4,5,26,2,
610160,Songhai Elementary Learning Institute,ES,11725 S Perry Ave ,Chicago,IL,60628,1,1,1,0,3,3,0,0,2,2,9,2,5,27,2,
610396,Tarkington School of Excellence Elementary School,ES,3330 W 71st St ,Chicago,IL,60629,1,1,3,0,2,3,0,0,3,4,5,5,6,28,2,
610040,Henry D Lloyd Elementary School,ES,2103 N Lamon Ave ,Chicago,IL,60639,1,1,0,0,0,0,0,0,3,3,6,5,7,21,2,
609704,David G Farragut Career Academy High School,HS,2345 S Christiana Ave ,Chicago,IL,60623,1,1,3,0,3,2,0,0,0,0,6,5,5,21,2,
610127,Mary Gage Peterson Elementary School,ES,5510 N Christiana Ave ,Chicago,IL,60625,1,1,4,0,3,3,0,0,3,3,5,5,6,29,2,
609869,Anna R. Langford Community Academy,ES,6010 S Throop St ,Chicago,IL,60636,1,1,2,2,3,2,3,3,3,3,1,4,5,29,2,
610317,Brighton Park Elementary School,ES,3825 S Washtenaw Ave ,Chicago,IL,60632,1,1,3,0,3,3,0,0,0,0,6,5,5,22,2,
610144,Frank W Reilly Elementary School,ES,3650 W School St ,Chicago,IL,60618,1,1,3,0,2,2,0,0,3,3,7,5,6,28,2,
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave ,Chicago,IL,60651,1,1,2,0,3,3,0,0,2,3,4,5,5,24,2,
610329,Orozco Fine Arts & Sciences Elementary School,ES,1940 W 18th St ,Chicago,IL,60608,1,1,3,0,2,3,0,0,3,3,7,5,6,29,2,
610320,Ana Roque de Duprey Elementary School,ES,2620 W Hirsch St ,Chicago,IL,60622,1,5,3,0,1,1,0,0,3,4,5,2,5,28,2,
610524,Alcott High School for the Humanities,HS,2957 N Hoyne Ave ,Chicago,IL,60618,0,1,4,0,4,3,0,0,4,2,2,5,6,26,2,
609827,Burnside Elementary Scholastic Academy,ES,650 E 91st Pl ,Chicago,IL,60619,1,1,3,0,3,4,0,0,3,3,4,5,4,26,2,
610532,Irene C. Hernandez Middle School for the Advancement of Science,MS,3510 W 55th St ,Chicago,IL,60632,1,1,2,2,2,2,2,2,0,0,5,5,6,25,2,
609983,James Hedges Elementary School,ES,4747 S Winchester Ave ,Chicago,IL,60609,1,1,2,0,2,2,0,0,2,2,5,4,6,23,2,
610018,Miriam G Canter Middle School,MS,4959 S Blackstone Ave ,Chicago,IL,60615,1,1,3,3,2,2,4,4,0,0,1,5,5,26,2,
610108,Luke O'Toole Elementary School,ES,6550 S Seeley Ave ,Chicago,IL,60636,1,1,1,0,2,3,0,0,2,3,9,4,4,26,2,
610340,Chicago Academy High School,HS,3400 N Austin Ave ,Chicago,IL,60634,1,1,3,2,3,3,3,3,0,0,3,5,6,28,2,
610203,Enrico Tonti Elementary School,ES,5815 S Homan Ave ,Chicago,IL,60629,1,1,0,3,0,0,3,3,3,3,5,5,7,29,2,
609810,Norman A Bridge Elementary School,ES,3800 N New England Ave ,Chicago,IL,60634,1,1,4,0,3,2,0,0,3,3,5,5,6,28,2,
610048,George Manierre Elementary School,ES,1420 N Hudson Ave ,Chicago,IL,60610,1,1,3,0,3,3,0,0,2,2,1,4,4,20,2,
610293,Genevieve Melody Elementary School,ES,412 S Keeler Ave ,Chicago,IL,60624,1,1,4,0,4,4,0,0,0,0,2,4,6,22,2,
610131,Ambrose Plamondon Elementary School,ES,2642 W 15th Pl ,Chicago,IL,60608,1,1,3,0,2,2,0,0,2,2,6,5,6,25,2,
610059,Oscar F Mayer Elementary School,ES,2250 N Clifton Ave ,Chicago,IL,60614,1,1,4,0,2,3,0,0,0,0,5,5,5,21,2,
610240,Matthew A Henson Elementary School,ES,1326 S Avers Ave ,Chicago,IL,60623,1,1,2,0,2,2,0,0,4,4,0,5,5,21,2,
610124,Harold Washington Elementary School,ES,9130 S University Ave ,Chicago,IL,60619,1,1,2,0,3,4,0,0,3,3,6,5,6,29,2,
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave ,Chicago,IL,60659,1,1,3,3,3,3,3,2,0,0,5,5,5,29,2,
609909,Edward Everett Elementary School,ES,3419 S Bell Ave ,Chicago,IL,60608,1,1,0,4,0,0,3,3,0,0,5,5,7,24,2,
610323,New Millennium High School of Health at Bowen,HS,2710 E 89th St ,Chicago,IL,60617,1,1,1,2,2,2,2,1,0,0,5,3,4,21,2,
609964,John H Hamline Elementary School,ES,4747 S Bishop St ,Chicago,IL,60609,1,1,2,2,2,3,1,2,2,3,4,5,5,28,2,
609876,Nathan S Davis Elementary School,ES,3014 W 39th Pl ,Chicago,IL,60632,1,1,3,0,3,3,0,0,3,3,5,5,5,27,2,
609733,Roger C Sullivan High School,HS,6631 N Bosworth Ave ,Chicago,IL,60626,1,1,2,3,2,2,3,2,2,2,1,5,5,26,2,
609907,Leif Ericson Elementary Scholastic Academy,ES,3600 W 5th Ave ,Chicago,IL,60624,1,1,2,0,3,3,0,0,2,2,4,5,5,23,2,
610100,West Park Elementary Academy,ES,1425 N Tripp Ave ,Chicago,IL,60651,1,1,2,0,2,3,0,0,2,3,3,5,6,23,2,
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St ,Chicago,IL,60643,1,1,2,0,3,3,0,0,3,2,3,4,6,24,2,
610028,Alfred David Kohn Elementary School,ES,10414 S State St ,Chicago,IL,60628,1,1,1,2,2,1,2,1,3,2,0,4,4,20,2,
610010,Friedrich Ludwig Jahn Elementary School,ES,3149 N Wolcott Ave ,Chicago,IL,60657,1,1,4,0,4,3,0,0,3,2,4,5,4,26,2,
609718,John F Kennedy High School,HS,6325 W 56th St ,Chicago,IL,60638,1,1,3,2,2,2,2,2,0,0,3,5,4,22,2,
610046,Mary Lyon Elementary School,ES,2941 N McVicker Ave ,Chicago,IL,60634,1,1,3,0,3,2,0,0,2,3,5,5,7,27,2,
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave ,Chicago,IL,60639,1,1,2,2,2,2,1,3,0,0,4,5,4,22,2,
610027,Rudyard Kipling Elementary School,ES,9351 S Lowe Ave ,Chicago,IL,60620,1,1,3,0,3,3,0,0,3,3,4,5,6,27,2,
610128,Marcus Moziah Garvey Elementary School,ES,10309 S Morgan St ,Chicago,IL,60643,1,1,3,0,3,3,0,0,3,3,4,5,6,27,2,
610122,Helen Peirce International Studies Elementary School,ES,1423 W Bryn Mawr Ave ,Chicago,IL,60660,1,1,3,0,2,2,0,0,3,3,6,5,5,26,2,
610336,Williams Preparatory Academy Middle School,MS,2710 S Dearborn St ,Chicago,IL,60616,1,1,3,0,3,3,0,0,3,4,3,5,2,23,2,
610384,Infinity Math Science and Technology High School,HS,3120 S Kostner Ave ,Chicago,IL,60623,1,1,3,0,4,4,0,0,3,3,2,5,6,27,2,
610521,Sir Miles Davis Magnet Elementary Academy,ES,6730 S Paulina St ,Chicago,IL,60636,1,1,2,0,3,3,0,0,0,0,3,3,4,17,1,
610200,James N Thorp Elementary School,ES,8914 S Buffalo Ave ,Chicago,IL,60617,1,1,2,0,2,2,0,0,0,0,1,4,5,14,1,
610226,Socorro Sandoval Elementary School,ES,5534 S Saint Louis Ave ,Chicago,IL,60629,1,1,0,0,0,0,0,0,2,3,5,5,6,18,1,
610308,Wilma Rudolph Elementary Learning Center,ES,110 N Paulina St ,Chicago,IL,60612,0,1,0,0,0,0,0,0,4,4,0,5,5,14,1,
610047,James Madison Elementary School,ES,7433 S Dorchester Ave ,Chicago,IL,60619,1,1,2,0,2,2,0,0,0,0,4,5,7,19,1,
609725,Morgan Park High School,HS,1744 W Pryor Ave ,Chicago,IL,60643,1,1,3,0,2,2,0,0,0,0,4,5,4,17,1,
610501,Austin Polytechnical Academy High School,HS,231 N Pine Ave ,Chicago,IL,60644,1,1,2,0,3,3,0,0,0,0,0,5,5,15,1,
610280,Kate S Buckingham Special Education Center,ES,9207 S Phillips Ave ,Chicago,IL,60617,0,1,2,0,2,2,0,0,0,0,3,1,4,14,1,
610535,Mason High School,HS,4217 W 18th St ,Chicago,IL,60623,0,1,3,0,3,3,0,0,3,3,0,4,0,16,1,
610232,Williams Multiplex Elementary School,ES,2710 S Dearborn St ,Chicago,IL,60616,1,1,0,0,0,0,0,0,3,3,1,5,5,14,1,
610004,Countee Cullen Elementary School,ES,10650 S Eberhart Ave ,Chicago,IL,60628,1,1,1,0,2,2,0,0,0,0,4,4,6,17,1,
609928,Melville W Fuller Elementary School,ES,4214 S Saint Lawrence Ave ,Chicago,IL,60653,1,1,2,0,2,2,0,0,3,4,1,4,3,19,1,
610103,Isabelle C O'Keeffe Elementary School,ES,6940 S Merrill Ave ,Chicago,IL,60649,1,1,1,0,2,2,0,0,2,2,2,5,4,17,1,
609754,Chicago Military Academy High School,HS,3519 S Giles Ave ,Chicago,IL,60653,1,1,2,0,2,2,0,0,0,0,0,4,5,13,1,
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave ,Chicago,IL,60641,1,1,2,0,2,2,0,0,0,0,4,5,4,16,1,
610051,Northwest Middle School,MS,5252 W Palmer St ,Chicago,IL,60639,1,1,2,0,1,1,0,0,0,0,3,5,5,14,1,
609736,Dyett High School,HS,555 E 51st St ,Chicago,IL,60615,1,1,2,1,2,3,2,2,0,0,2,5,3,19,1,
610504,Velma F Thomas Early Childhood Center,ES,3625 S Hoyne Ave ,Chicago,IL,60609,0,1,0,0,0,0,0,0,4,4,0,5,5,14,1,
610279,Henry O Tanner Elementary School,ES,7350 S Evans Ave ,Chicago,IL,60619,1,1,2,0,3,3,0,0,0,0,1,4,5,16,1,
610299,William A Hinton Elementary School,ES,644 W 71st St ,Chicago,IL,60621,1,1,1,0,2,2,0,0,2,3,1,4,5,18,1,
610366,Charles H Wacker Elementary School,ES,9746 S Morgan St ,Chicago,IL,60643,1,1,2,0,2,2,0,0,3,2,3,5,3,19,1,
610530,South Shore Fine Arts Academy,ES,1415 E 70th St ,Chicago,IL,60637,1,1,0,0,0,0,0,0,4,4,3,5,6,19,1,
610133,Laura S Ward Elementary School,ES,410 N Monticello Ave ,Chicago,IL,60624,1,1,0,0,0,0,0,0,0,0,2,5,7,11,1,
610405,Suder Montessori Magnet Elementary School,ES,2022 W Washington Blvd ,Chicago,IL,60612,5,1,0,0,0,0,0,0,0,0,6,5,5,17,1,
609811,Orville T Bright Elementary School,ES,10740 S Calhoun Ave ,Chicago,IL,60617,1,1,1,0,2,2,0,0,2,2,2,3,5,18,1,
609728,Theodore Roosevelt High School,HS,3436 W Wilson Ave ,Chicago,IL,60625,1,1,3,0,3,2,0,0,0,0,2,5,6,18,1,
609760,George Washington Carver Military Academy High School,HS,13100 S Doty Ave ,Chicago,IL,60627,1,1,3,0,2,2,0,0,0,0,1,5,6,16,1,
610169,Austin O Sexton Elementary School,ES,6020 S Langley Ave ,Chicago,IL,60637,1,1,2,0,2,2,0,0,2,2,0,5,4,16,1,
610085,Near North Elementary School,ES,739 N Ada St ,Chicago,IL,60642,0,1,3,0,2,2,0,0,0,0,0,3,4,12,1,
610116,Parkside Elementary Community Academy,ES,6938 S East End Ave ,Chicago,IL,60649,1,1,0,0,0,0,0,0,2,2,9,2,4,19,1,
609707,Paul Robeson High School,HS,6835 S Normal Blvd ,Chicago,IL,60621,1,1,2,0,2,3,0,0,0,0,3,4,4,16,1,
609902,Ralph H Metcalfe Elementary Community Academy,ES,12339 S Normal Ave ,Chicago,IL,60628,1,1,0,0,0,0,0,0,3,3,4,5,5,17,1,
609930,Frederick Funston Elementary School,ES,2010 N Central Park ,Chicago,IL,60647,1,1,1,0,1,1,0,0,2,3,4,5,5,19,1,
610021,Pablo Casals Elementary School,ES,3501 W Potomac Ave ,Chicago,IL,60651,1,1,0,0,0,0,0,0,2,2,2,4,5,13,1,
609730,Nicholas Senn High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,1,1,3,0,3,3,0,0,0,0,1,4,6,18,1,
609871,Barbara Vick Early Childhood & Family Center,ES,2554 W 113th St ,Chicago,IL,60655,0,1,0,0,0,0,0,0,4,4,0,5,5,14,1,
610529,Ogden International High School,HS,1250 W Erie St ,Chicago,IL,60622,5,1,3,0,2,2,0,0,0,0,4,5,0,17,1,
610030,Charles Kozminski Elementary Community Academy,ES,936 E 54th St ,Chicago,IL,60615,1,1,2,0,2,3,0,0,2,2,2,3,4,19,1,
610106,Brian Piccolo Elementary Specialty School,ES,1040 N Keeler Ave ,Chicago,IL,60651,1,1,2,0,2,2,0,0,0,0,0,3,5,13,1,
609991,Theodore Herzl Elementary School,ES,3711 W Douglas Blvd ,Chicago,IL,60623,1,1,3,0,3,4,0,0,0,0,0,5,7,19,1,
610389,Orr Academy High School,HS,730 N Pulaski Rd ,Chicago,IL,60624,1,1,0,0,0,0,0,0,0,0,6,5,5,13,1,
610110,Ida B Wells Preparatory Elementary Academy,ES,244 E Pershing Rd ,Chicago,IL,60653,1,1,3,0,4,5,0,0,0,0,3,5,2,19,1,
610053,Marquette Elementary School,ES,6550 S Richmond St ,Chicago,IL,60629,1,1,1,0,1,1,0,0,2,2,3,3,5,17,1,
610342,Albert R Sabin Elementary Magnet School,ES,2216 W Hirsch St ,Chicago,IL,60622,1,1,4,0,2,1,0,0,0,0,4,4,5,18,1,
610321,Thurgood Marshall Middle School,MS,3900 N Lawndale Ave ,Chicago,IL,60618,1,1,2,0,1,1,0,0,0,0,4,5,6,16,1,
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19th St ,Chicago,IL,60608,1,1,0,0,0,0,0,0,0,0,6,5,6,14,1,
610083,Daniel C Beard Elementary School,ES,6445 W Strong St ,Chicago,IL,60656,0,1,0,0,0,0,0,0,4,4,1,5,4,14,1,
609891,James R Doolittle Jr Elementary School,ES,535 E 35th St ,Chicago,IL,60616,1,1,2,0,2,3,0,0,2,3,1,1,4,19,1,
609864,John W Cook Elementary School,ES,8150 S Bishop St ,Chicago,IL,60620,1,1,0,0,0,0,0,0,2,3,4,4,4,15,1,
609981,Phobe Apperson Hearst Elementary School,ES,4640 S Lamon Ave ,Chicago,IL,60638,1,1,2,0,2,2,0,0,2,2,2,4,5,19,1,
610153,William H Ryder Math & Science Specialty Elementary School,ES,8716 S Wallace St ,Chicago,IL,60620,1,1,2,0,3,3,0,0,0,0,3,5,4,17,1,
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,4445 S Drexel Blvd ,Chicago,IL,60653,1,1,0,0,0,0,0,0,4,3,2,5,6,17,1,
610363,Walt Disney Magnet Elementary School,ES,4140 N Marine Dr ,Chicago,IL,60613,1,1,0,0,0,0,0,0,0,0,6,5,6,14,1,
609845,George Washington Carver Primary School,ES,901 E 133rd Pl ,Chicago,IL,60827,1,1,2,0,2,2,0,0,3,4,0,5,4,19,1,
610334,Al Raby High School,HS,3545 W Fulton Blvd ,Chicago,IL,60624,1,1,3,0,3,3,0,0,0,0,0,5,5,16,1,
610023,William H King Elementary School,ES,740 S Campbell Ave ,Chicago,IL,60612,1,1,3,0,3,3,0,0,0,0,2,5,5,18,1,
610075,Moses Montefiore Special Elementary School,ES,1310 S Ashland Ave ,Chicago,IL,60608,0,1,2,0,3,1,0,0,2,4,0,1,3,16,1,
610380,Daniel Hale Williams Prep School of Medicine,HS,4934 S Wabash Ave ,Chicago,IL,60615,1,1,3,0,3,3,0,0,0,0,1,5,6,18,1,
400018,Austin Business and Entrepreneurship Academy High School,HS,231 N Pine Ave ,Chicago,IL,60644,1,1,2,0,3,2,0,0,0,0,6,5,0,15,1,
610258,Florence B Price Elementary School,ES,4351 S Drexel Blvd ,Chicago,IL,60653,1,1,2,0,2,3,0,0,2,3,0,1,5,19,1,
